Area Type, Area, Area Name, Standard Occupational Code, Occupational Title, Employment,Mean Wage, Median Wage, Entry Wage, Experienced Wage                                                                                                                                                                                                                                             
10,8,North Country,51-9032,"Cutting and Slicing Machine Setters, Operators, and Tenders",50,45610,46110,40740,48040
10,8,North Country,51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",,36170,33840,29710,39390
10,8,North Country,51-9051,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",70,57610,59420,49660,61580
10,8,North Country,51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",370,43080,42150,30340,49450
10,8,North Country,51-9081,Dental Laboratory Technicians,30,41810,39360,30110,47650
10,8,North Country,51-9082,Medical Appliance Technicians,,40170,38010,30990,44770
10,8,North Country,51-9111,Packaging and Filling Machine Operators and Tenders,630,34730,34450,24920,39630
10,8,North Country,51-9124,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",110,39290,38560,26610,45620
10,8,North Country,51-9161,Computer Numerically Controlled Tool Operators,60,43070,43980,33640,47790
10,8,North Country,51-9162,Computer Numerically Controlled Tool Programmers,20,41820,39620,26170,49640
10,8,North Country,51-9196,"Paper Goods Machine Setters, Operators, and Tenders",440,48110,47800,36800,53770
10,8,North Country,51-9198,Helpers--Production Workers,170,37430,38320,27510,42400
10,8,North Country,51-9199,"Production Workers, All Other",170,42040,41030,28440,48830
10,8,North Country,53-0000,Transportation and Material Moving Occupations,9960,35840,31840,25360,41080
10,8,North Country,53-1047,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors",330,54300,52180,37900,62500
10,8,North Country,53-2012,Commercial Pilots,,59320,39670,27890,75030
10,8,North Country,53-3011,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",60,32380,29770,25560,35790
10,8,North Country,53-3031,Driver/Sales Workers,260,33350,27120,24544,37870
10,8,North Country,53-3032,Heavy and Tractor-Trailer Truck Drivers,1830,43510,41410,34750,47900
10,8,North Country,53-3033,Light Truck or Delivery Services Drivers,860,37380,33500,25660,43250
10,8,North Country,53-3058,"Passenger Vehicle Drivers, Except Bus Drivers, Transit and Intercity",1020,40450,37550,26980,47180
10,8,North Country,53-3099,"Motor Vehicle Operators, All Other",140,36770,39110,25510,42410
10,8,North Country,53-6021,Parking Lot Attendants,,29550,26980,25800,31420
10,8,North Country,53-6031,Automotive and Watercraft Service Attendants,,26620,25680,25110,27380
10,8,North Country,53-7051,Industrial Truck and Tractor Operators,250,37920,38050,29790,41980
10,8,North Country,53-7061,Cleaners of Vehicles and Equipment,320,28540,26370,24950,30340
10,8,North Country,53-7062,"Laborers and Freight, Stock, and Material Movers, Hand",1720,31410,28380,25120,34560
10,8,North Country,53-7063,Machine Feeders and Offbearers,40,42790,45650,32600,47880
10,8,North Country,53-7064,"Packers and Packagers, Hand",480,27930,26440,24544,29750
10,8,North Country,53-7065,Stockers and Order Fillers,2180,28710,26400,25340,30400
10,8,North Country,53-7081,Refuse and Recyclable Material Collectors,100,38220,36700,26960,43860
10,9,Southern Tier,00-0000,"Total, All Occupations",259200,53020,40520,26450,66300
10,9,Southern Tier,11-0000,Management Occupations,10640,122820,102590,63980,152240
10,9,Southern Tier,11-1011,Chief Executives,320,137750,112500,90390,161430
10,9,Southern Tier,11-1021,General and Operations Managers,3430,118950,96750,58770,149040
10,9,Southern Tier,11-1031,Legislators,810,94280,95600,91840,95500
10,9,Southern Tier,11-2011,Advertising and Promotions Managers,,152650,129510,87690,185140
10,9,Southern Tier,11-2021,Marketing Managers,220,183050,171990,115760,216700
10,9,Southern Tier,11-2022,Sales Managers,260,166080,150100,87950,205140
10,9,Southern Tier,11-2030,Public Relations and Fundraising Managers,120,150050,132170,93540,178310
10,9,Southern Tier,11-3010,Administrative Services Managers,350,122190,114530,76340,145110
10,9,Southern Tier,11-3021,Computer and Information Systems Managers,430,173140,154790,93590,212910
10,9,Southern Tier,11-3031,Financial Managers,510,158680,137610,87700,194170
10,9,Southern Tier,11-3051,Industrial Production Managers,310,130080,122330,88260,150990
10,9,Southern Tier,11-3061,Purchasing Managers,120,146870,148640,97350,171630
10,9,Southern Tier,11-3071,"Transportation, Storage, and Distribution Managers",130,93030,81790,61000,109040
10,9,Southern Tier,11-3111,Compensation and Benefits Managers,,167950,162300,108250,197790
10,9,Southern Tier,11-3121,Human Resources Managers,180,160870,135070,93930,194340
10,9,Southern Tier,11-3131,Training and Development Managers,,125330,127920,70180,152910
10,9,Southern Tier,11-9021,Construction Managers,110,94480,83730,61110,111160
10,9,Southern Tier,11-9031,"Education Administrators, Preschool and Childcare Center/Program",,61040,54910,42160,70480
10,9,Southern Tier,11-9032,"Education Administrators, Elementary and Secondary School",520,108690,104760,80940,122570
10,9,Southern Tier,11-9039,"Education Administrators, All Other",,92730,85520,48790,114700
10,9,Southern Tier,11-9041,Architectural and Engineering Managers,410,163700,154600,106020,192550
10,9,Southern Tier,11-9051,Food Service Managers,270,62910,58150,43250,72740
10,9,Southern Tier,11-9081,Lodging Managers,,62210,60890,54560,66030
10,9,Southern Tier,11-9111,Medical and Health Services Managers,560,119030,97060,63040,147020
10,9,Southern Tier,11-9121,Natural Sciences Managers,,168710,125770,103050,201540
10,9,Southern Tier,11-9131,Postmasters and Mail Superintendents,60,80840,80930,69840,86350
10,9,Southern Tier,11-9141,"Property, Real Estate, and Community Association Managers",70,117290,97170,65970,142950
10,9,Southern Tier,11-9151,Social and Community Service Managers,460,70860,68710,51880,80350
10,9,Southern Tier,11-9161,Emergency Management Directors,,87960,70030,49440,107220
10,9,Southern Tier,11-9171,Funeral Home Managers,,91960,90650,51910,111990
10,9,Southern Tier,11-9198,"Personal Service Managers, All Other; Entertainment and Recreation Managers, Except Gambling; and Managers, All Other",490,97510,64740,39470,126520
10,9,Southern Tier,13-0000,Business and Financial Operations Occupations,10480,72510,65270,42920,87300
10,9,Southern Tier,13-1020,Buyers and Purchasing Agents,700,69150,65410,43680,81890
10,9,Southern Tier,13-1031,"Claims Adjusters, Examiners, and Investigators",570,69260,71450,47760,80010
10,9,Southern Tier,13-1032,"Insurance Appraisers, Auto Damage",,64780,63690,59960,67200
10,9,Southern Tier,13-1041,Compliance Officers,510,63910,58600,43910,73910
10,9,Southern Tier,13-1051,Cost Estimators,350,55880,54130,31460,68080
10,9,Southern Tier,13-1071,Human Resources Specialists,880,67360,63940,41850,80110
10,9,Southern Tier,13-1075,Labor Relations Specialists,150,69720,64570,42080,83530
10,9,Southern Tier,13-1081,Logisticians,120,77740,75170,52960,90130
10,9,Southern Tier,13-1111,Management Analysts,630,82240,74250,53220,96760
10,9,Southern Tier,13-1121,"Meeting, Convention, and Event Planners",180,48080,44140,29600,57310
10,9,Southern Tier,13-1131,Fundraisers,370,78480,70630,43420,96010
10,9,Southern Tier,13-1141,"Compensation, Benefits, and Job Analysis Specialists",140,65790,60870,44460,76460
10,9,Southern Tier,13-1151,Training and Development Specialists,760,58170,55020,35830,69350
10,9,Southern Tier,13-1161,Market Research Analysts and Marketing Specialists,730,70980,63740,38170,87390
10,9,Southern Tier,13-1198,"Project Management Specialists and Business Operations Specialists, All Other",1030,87980,81120,44400,109780
10,9,Southern Tier,13-2011,Accountants and Auditors,1530,77400,69130,50370,90920
10,9,Southern Tier,13-2020,Appraisers and Assessors of Real Estate,220,54580,51420,42140,60800
10,9,Southern Tier,13-2031,Budget Analysts,190,76120,73890,58710,84820
10,9,Southern Tier,13-2041,Credit Analysts,90,81840,73390,52470,96520
10,9,Southern Tier,13-2052,Personal Financial Advisors,190,112200,84340,55570,140520
10,9,Southern Tier,13-2053,Insurance Underwriters,110,66930,62980,45610,77590
10,9,Southern Tier,13-2061,Financial Examiners,120,75060,70010,51940,86620
10,9,Southern Tier,13-2071,Credit Counselors,,53380,41580,34710,62710
10,9,Southern Tier,13-2072,Loan Officers,370,67490,54910,38220,82120
10,9,Southern Tier,13-2081,"Tax Examiners and Collectors, and Revenue Agents",80,60020,51140,43250,68400
10,9,Southern Tier,13-2082,Tax Preparers,50,42490,36540,29630,48920
10,9,Southern Tier,13-2098,"Financial and Investment Analysts, Financial Risk Specialists, and Financial Specialists, All Other",350,85270,74620,49520,103150
10,9,Southern Tier,15-0000,Computer and Mathematical Occupations,5680,87670,79960,49980,106510
10,9,Southern Tier,15-1211,Computer Systems Analysts,520,101450,92170,63740,120300
10,9,Southern Tier,15-1212,Information Security Analysts,150,110530,108660,65240,133180
10,9,Southern Tier,15-1221,Computer and Information Research Scientists,,130500,132510,101260,145120
10,9,Southern Tier,15-1231,Computer Network Support Specialists,280,60020,58680,39850,70100
10,9,Southern Tier,15-1232,Computer User Support Specialists,910,54880,52230,36450,64100
10,9,Southern Tier,15-1241,Computer Network Architects,210,100210,82760,47920,126360
10,9,Southern Tier,15-1244,Network and Computer Systems Administrators,650,88210,83840,58930,102850
10,9,Southern Tier,15-1245,Database Administrators and Architects,110,75070,73250,45350,89920
10,9,Southern Tier,15-1251,Computer Programmers,530,87680,85390,55910,103570
10,9,Southern Tier,15-1256,Software Developers and Software Quality Assurance Analysts and Testers,1960,102550,97610,64290,121670
10,9,Southern Tier,15-1257,Web Developers and Digital Interface Designers,140,65910,62180,43240,77250
10,9,Southern Tier,15-1299,"Computer Occupations, All Other",60,61680,59760,38790,73130
10,9,Southern Tier,15-2011,Actuaries,,122820,141650,52560,157950
10,9,Southern Tier,15-2031,Operations Research Analysts,70,78390,73660,50150,92520
10,9,Southern Tier,15-2041,Statisticians,,87690,78430,62940,100060
10,9,Southern Tier,17-0000,Architecture and Engineering Occupations,6320,82870,76990,49390,99610
10,9,Southern Tier,17-1011,"Architects, Except Landscape and Naval",110,97280,88310,68750,111550
10,9,Southern Tier,17-1012,Landscape Architects,70,84060,84690,59680,96240
10,9,Southern Tier,17-1022,Surveyors,,73460,68120,48580,85900
10,9,Southern Tier,17-2011,Aerospace Engineers,,102410,100260,83160,112030
10,9,Southern Tier,17-2031,Biomedical Engineers,,87940,77510,60020,101900
10,9,Southern Tier,17-2051,Civil Engineers,390,89000,81750,65280,100860
10,9,Southern Tier,17-2061,Computer Hardware Engineers,80,140130,144870,101690,159360
10,9,Southern Tier,17-2071,Electrical Engineers,520,95210,89210,63140,111250
10,9,Southern Tier,17-2072,"Electronics Engineers, Except Computer",140,107630,97420,71100,125890
10,9,Southern Tier,17-2081,Environmental Engineers,90,90020,85080,64270,102890
10,9,Southern Tier,17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",60,89550,88310,62990,102830
10,9,Southern Tier,17-2112,Industrial Engineers,1050,93530,86110,66720,106930
10,9,Southern Tier,17-2141,Mechanical Engineers,760,91980,89330,63470,106230
10,9,Southern Tier,17-2199,"Engineers, All Other",490,109490,105150,74310,127070
10,9,Southern Tier,17-3011,Architectural and Civil Drafters,110,52300,50220,38540,59180
10,9,Southern Tier,17-3012,Electrical and Electronics Drafters,50,64420,58940,41520,75880
10,9,Southern Tier,17-3013,Mechanical Drafters,170,53570,53350,37740,61480
10,9,Southern Tier,17-3019,"Drafters, All Other",,59470,57920,43650,67380
10,9,Southern Tier,17-3022,Civil Engineering Technicians,60,56190,56270,40280,64150
10,9,Southern Tier,17-3023,Electrical and Electronic Engineering Technicians,450,55210,53920,34240,65700
10,9,Southern Tier,17-3024,Electro-Mechanical Technicians,,51790,47130,37300,59040
10,9,Southern Tier,17-3025,Environmental Engineering Technicians,,54660,50950,37810,63080
10,9,Southern Tier,17-3027,Mechanical Engineering Technicians,180,52480,57040,27330,65060
10,9,Southern Tier,17-3031,Surveying and Mapping Technicians,70,48090,46670,36790,53740
10,9,Southern Tier,19-0000,"Life, Physical, and Social Science Occupations",3250,69010,61280,38290,84370
10,9,Southern Tier,19-1011,Animal Scientists,130,65740,62780,49330,73940
10,9,Southern Tier,19-1023,Zoologists and Wildlife Biologists,,96420,80080,57560,115850
10,9,Southern Tier,19-1031,Conservation Scientists,70,64760,59000,47130,73580
10,9,Southern Tier,19-1032,Foresters,,71100,71770,58510,77400
10,9,Southern Tier,19-1042,"Medical Scientists, Except Epidemiologists",,93490,81220,67450,106510
10,9,Southern Tier,19-2012,Physicists,160,98940,88190,65280,115780
10,9,Southern Tier,19-2041,"Environmental Scientists and Specialists, Including Health",60,74740,72950,51830,86200
10,9,Southern Tier,19-3031,"Clinical, Counseling, and School Psychologists",280,82160,75440,53690,96400
10,9,Southern Tier,19-3039,"Psychologists, All Other",,108730,98040,67500,129350
10,9,Southern Tier,19-3051,Urban and Regional Planners,50,68890,65660,49010,78840
10,9,Southern Tier,19-3093,Historians,60,28770,29050,28630,28840
10,9,Southern Tier,19-3099,"Social Scientists and Related Workers, All Other",,69330,66780,54720,76630
10,9,Southern Tier,19-4010,Agricultural and Food Science Technicians,700,60410,56100,42020,69600
10,9,Southern Tier,19-4021,Biological Technicians,150,47360,46990,35300,53390
10,9,Southern Tier,19-4031,Chemical Technicians,120,52420,56240,28710,64280
10,9,Southern Tier,19-4042,"Environmental Science and Protection Technicians, Including Health",,47760,44310,32650,55310
10,9,Southern Tier,19-4071,Forest and Conservation Technicians,,52310,54460,35090,60910
10,9,Southern Tier,19-4099,"Life, Physical, and Social Science Technicians, All Other",400,41840,35620,24830,50350
10,9,Southern Tier,19-5011,Occupational Health and Safety Specialists,200,64820,60130,43960,75260
10,9,Southern Tier,19-5012,Occupational Health and Safety Technicians,50,78450,73060,48680,93340
10,9,Southern Tier,21-0000,Community and Social Service Occupations,6620,50320,46970,30560,60200
10,9,Southern Tier,21-1012,"Educational, Guidance, School, and Vocational Counselors",960,66610,61730,41760,79040
10,9,Southern Tier,21-1013,Marriage and Family Therapists,,48720,43110,24544,60950
10,9,Southern Tier,21-1015,Rehabilitation Counselors,240,37880,31310,27010,43320
10,9,Southern Tier,21-1018,"Substance abuse, behavioral disorder, and mental health counselors?(OES-specific code and title)",350,50980,50320,38260,57340
10,9,Southern Tier,21-1021,"Child, Family, and School Social Workers",890,49790,46820,34330,57520
10,9,Southern Tier,21-1022,Healthcare Social Workers,360,55850,53690,40320,63620
10,9,Southern Tier,21-1023,Mental Health and Substance Abuse Social Workers,440,57770,59360,38380,67470
10,9,Southern Tier,21-1029,"Social Workers, All Other",230,59720,58900,41880,68650
10,9,Southern Tier,21-1091,Health Educators,140,49610,46660,35370,56730
10,9,Southern Tier,21-1092,Probation Officers and Correctional Treatment Specialists,250,68700,67760,50860,77620
10,9,Southern Tier,21-1093,Social and Human Service Assistants,1780,37050,34240,26660,42240
10,9,Southern Tier,21-1094,Community Health Workers,220,38220,36500,30010,42330
10,9,Southern Tier,21-1099,"Community and Social Service Specialists, All Other",350,60710,61700,40200,70960
10,9,Southern Tier,21-2011,Clergy,220,54270,54190,26160,68320
10,9,Southern Tier,21-2021,"Directors, Religious Activities and Education",130,32070,27350,24770,35720
10,9,Southern Tier,23-0000,Legal Occupations,1490,96550,77990,45640,122010
10,9,Southern Tier,23-1011,Lawyers,590,107110,83620,57730,131790
10,9,Southern Tier,23-1023,"Judges, Magistrate Judges, and Magistrates",280,155590,156280,136790,164990
10,9,Southern Tier,23-2011,Paralegals and Legal Assistants,480,50900,47870,36960,57880
10,9,Southern Tier,23-2099,"Legal Support Workers, All Other",,115840,105420,86090,130720
10,9,Southern Tier,25-0000,"Education, Training, and Library Occupations",25540,70540,57900,29940,90840
10,9,Southern Tier,25-1011,"Business Teachers, Postsecondary",430,144200,135970,50140,191240
10,9,Southern Tier,25-1021,"Computer Science Teachers, Postsecondary",170,144200,131830,75740,178430
10,9,Southern Tier,25-1022,"Mathematical Science Teachers, Postsecondary",240,105260,87930,54100,130830
10,9,Southern Tier,25-1032,"Engineering Teachers, Postsecondary",370,142830,134020,87870,170320
10,9,Southern Tier,25-1042,"Biological Science Teachers, Postsecondary",360,117930,106280,61810,145990
10,9,Southern Tier,25-1052,"Chemistry Teachers, Postsecondary",150,115810,104990,57230,145100
10,9,Southern Tier,25-1053,"Environmental Science Teachers, Postsecondary",,99830,92070,57860,120810
10,9,Southern Tier,25-1054,"Physics Teachers, Postsecondary",90,126270,114950,81580,148610
10,9,Southern Tier,25-1061,"Anthropology and Archeology Teachers, Postsecondary",60,105460,101980,64180,126090
10,9,Southern Tier,25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",140,94630,83540,56460,113710
10,9,Southern Tier,25-1063,"Economics Teachers, Postsecondary",150,179120,155180,97230,220060
10,9,Southern Tier,25-1066,"Psychology Teachers, Postsecondary",150,122850,120720,62470,153040
10,9,Southern Tier,25-1069,"Social Sciences Teachers, Postsecondary, All Other",,72240,65370,41710,87510
10,9,Southern Tier,25-1071,"Health Specialties Teachers, Postsecondary",,141790,122420,65710,179820
10,9,Southern Tier,25-1072,"Nursing Instructors and Teachers, Postsecondary",210,85160,75040,49120,103190
10,9,Southern Tier,25-1081,"Education Teachers, Postsecondary",70,87410,68890,45260,108480
10,9,Southern Tier,25-1121,"Art, Drama, and Music Teachers, Postsecondary",260,97820,83370,48010,122720
10,9,Southern Tier,25-1123,"English Language and Literature Teachers, Postsecondary",360,93060,79800,47470,115860
10,9,Southern Tier,25-1124,"Foreign Language and Literature Teachers, Postsecondary",150,107970,94490,56690,133620
10,9,Southern Tier,25-1125,"History Teachers, Postsecondary",140,111750,104380,62480,136380
10,9,Southern Tier,25-1126,"Philosophy and Religion Teachers, Postsecondary",50,107380,98410,57780,132180
10,9,Southern Tier,25-1193,"Recreation and Fitness Studies Teachers, Postsecondary",,100540,67740,51360,125130
10,9,Southern Tier,25-1199,"Postsecondary Teachers, All Other",190,158350,149560,90070,192490
10,9,Southern Tier,25-2011,"Preschool Teachers, Except Special Education",530,40520,36190,27710,46930
10,9,Southern Tier,25-2012,"Kindergarten Teachers, Except Special Education",270,63200,59080,41280,74160
10,9,Southern Tier,25-2021,"Elementary School Teachers, Except Special Education",3350,70740,65870,46940,82640
10,9,Southern Tier,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",1750,75200,67560,50320,87640
10,9,Southern Tier,25-2023,"Career/Technical  Education Teachers, Middle School",100,69540,62690,46120,81240
10,9,Southern Tier,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",2060,73360,67210,50540,84760
10,9,Southern Tier,25-2032,"Career/Technical Education Teachers, Secondary School",280,74310,73700,53570,84680
10,9,Southern Tier,25-2051,"Special Education Teachers, Preschool",180,82060,88450,55880,95140
10,9,Southern Tier,25-2052,"Special Education Teachers, Kindergarten and Elementary School",690,67490,63220,49560,76450
10,9,Southern Tier,25-2057,"Special Education Teachers, Middle School",270,84540,82030,58690,97470
10,9,Southern Tier,25-2058,"Special Education Teachers, Secondary School",270,82760,77250,56490,95900
10,9,Southern Tier,25-2059,"Special Education Teachers, All Other",,59640,59310,51230,63850
10,9,Southern Tier,25-3011,Adult Basic and Secondary Education and Literacy Teachers and Instructors,,56100,55670,41500,63400
10,9,Southern Tier,25-3021,Self-Enrichment Education Teachers,610,46020,40250,29650,54200
10,9,Southern Tier,25-3031,"Substitute Teachers, Short-Term",2440,36540,31840,27130,41250
10,9,Southern Tier,25-3097,"Teachers and Instructors, All Other, Except Substitute Teachers",330,50070,51350,30660,59780
10,9,Southern Tier,25-4011,Archivists,,75900,75480,48720,89490
10,9,Southern Tier,25-4012,Curators,,52800,41260,34530,61940
10,9,Southern Tier,25-4013,Museum Technicians and Conservators,,47640,46320,29950,56480
10,9,Southern Tier,25-4022,Librarians and Media Collections Specialists,460,68510,65350,48800,78370
10,9,Southern Tier,25-4031,Library Technicians,330,41660,43050,25930,49530
10,9,Southern Tier,25-9031,Instructional Coordinators,850,74270,68380,48420,87200
10,9,Southern Tier,25-9044,"Teaching Assistants, Postsecondary",170,52160,50560,39840,58320
10,9,Southern Tier,25-9045,"Teaching Assistants, Except Postsecondary",4720,28840,25470,24544,31070
10,9,Southern Tier,25-9099,"Education, Training, and Library Workers, All Other",,56500,57700,42850,63320
10,9,Southern Tier,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",2660,56930,49010,28640,71070
10,9,Southern Tier,27-1011,Art Directors,,109710,104710,57590,135770
10,9,Southern Tier,27-1013,"Fine Artists, Including Painters, Sculptors, and Illustrators",,61800,42010,29130,78130
10,9,Southern Tier,27-1021,Commercial and Industrial Designers,,71490,73320,52820,80830
10,9,Southern Tier,27-1023,Floral Designers,,29710,28690,25040,32040
10,9,Southern Tier,27-1024,Graphic Designers,350,51050,45900,31470,60840
10,9,Southern Tier,27-1025,Interior Designers,90,75950,69970,46310,90760
10,9,Southern Tier,27-1026,Merchandise Displayers and Window Trimmers,,27610,24990,24570,29130
10,9,Southern Tier,27-2012,Producers and Directors,110,63000,48740,32910,78050
10,9,Southern Tier,27-2022,Coaches and Scouts,480,52280,42790,26410,65220
10,9,Southern Tier,27-2041,Music Directors and Composers,70,47080,35390,27540,56850
10,9,Southern Tier,27-3011,Radio and Television Announcers,50,43780,31050,25110,53120
10,9,Southern Tier,27-3023,"News Analysts, Reporters, and Journalist",,33310,31900,27040,36440
10,9,Southern Tier,27-3031,Public Relations Specialists,350,64130,62580,41870,75260
10,9,Southern Tier,27-3041,Editors,130,64820,59000,36480,78990
10,9,Southern Tier,27-3042,Technical Writers,70,71110,69110,51240,81050
10,9,Southern Tier,27-3043,Writers and Authors,80,65830,65160,41080,78200
10,9,Southern Tier,27-3091,Interpreters and Translators,,55430,49290,41690,62300
10,9,Southern Tier,27-3092,Court Reporters and Simultaneous Captioners,,86170,82890,64220,97150
10,9,Southern Tier,27-3099,"Media and Communication Workers, All Other",,44010,25480,24750,53650
10,9,Southern Tier,27-4011,Audio and Video Equipment Technicians,60,58090,59120,42820,65730
10,9,Southern Tier,27-4012,Broadcast Technicians,60,35900,30780,24730,41490
10,9,Southern Tier,29-0000,Healthcare Practitioners and Technical Occupations,16360,76780,64320,40960,94680
10,9,Southern Tier,29-1011,Chiropractors,,93760,77370,48190,116550
10,9,Southern Tier,29-1021,"Dentists, General",250,181980,157950,115410,215270
10,9,Southern Tier,29-1023,Orthodontists,,243260,,,
10,9,Southern Tier,29-1031,Dietitians and Nutritionists,170,62500,60160,44940,71280
10,9,Southern Tier,29-1041,Optometrists,,132810,121830,95380,151520
10,9,Southern Tier,29-1051,Pharmacists,510,128570,135160,96940,144390
10,9,Southern Tier,29-1071,Physician Assistants,270,117060,112300,86090,132540
10,9,Southern Tier,29-1081,Podiatrists,,136850,116910,57220,176670
10,9,Southern Tier,29-1122,Occupational Therapists,360,80700,76880,59390,91350
10,9,Southern Tier,29-1123,Physical Therapists,440,90640,84960,67870,102020
10,9,Southern Tier,29-1124,Radiation Therapists,,79040,77230,62930,87100
10,9,Southern Tier,29-1125,Recreational Therapists,70,50960,51690,31800,60550
10,9,Southern Tier,29-1126,Respiratory Therapists,170,70030,69110,58040,76030
10,9,Southern Tier,29-1127,Speech-Language Pathologists,360,83820,79280,60440,95510
10,9,Southern Tier,29-1129,"Therapists, All Other",,63170,50820,46170,71670
10,9,Southern Tier,29-1131,Veterinarians,130,111540,105690,69700,132460
10,9,Southern Tier,29-1141,Registered Nurses,5860,69330,68320,53840,77070
10,9,Southern Tier,29-1161,Nurse Midwives,,118010,95470,76560,138740
10,9,Southern Tier,29-1171,Nurse Practitioners,460,109090,102690,88620,119330
10,9,Southern Tier,29-1181,Audiologists,,91050,91300,74010,99570
10,9,Southern Tier,29-1215,Family Medicine Physicians,140,174180,165310,77650,222450
10,9,Southern Tier,29-1216,General Internal Medicine Physicians,110,156930,81070,62240,204270
10,9,Southern Tier,29-1218,Obstetricians and Gynecologists,,306320,,,
10,9,Southern Tier,29-1221,"Pediatricians, General",50,189580,171000,143880,212430
10,9,Southern Tier,29-1223,Psychiatrists,60,210750,207280,99100,266570
10,9,Southern Tier,29-1228,"Physicians, All Other; and Ophthalmologists, Except Pediatric",470,187870,185440,67000,248310
10,9,Southern Tier,29-1248,"Surgeons, Except Ophthalmologists",,219870,,83420,288090
10,9,Southern Tier,29-1292,Dental Hygienists,440,65140,63160,55640,69880
10,9,Southern Tier,29-1298,"Acupuncturists and Healthcare Diagnosing or Treating Practitioners, All Other",,68380,61460,35540,84800
10,9,Southern Tier,29-2010,Clinical Laboratory Technologists and Technicians,560,56840,57980,37960,66280
10,9,Southern Tier,29-2031,Cardiovascular Technologists and Technicians,90,54410,54270,31850,65690
10,9,Southern Tier,29-2032,Diagnostic Medical Sonographers,130,77570,77730,61710,85500
10,9,Southern Tier,29-2033,Nuclear Medicine Technologists,,83230,84640,67670,91020
10,9,Southern Tier,29-2034,Radiologic Technologists,460,59170,57800,44510,66490
10,9,Southern Tier,29-2035,Magnetic Resonance Imaging Technologists,50,76250,72700,57690,85530
10,9,Southern Tier,29-2040,Emergency Medical Technicians and Paramedics,560,37920,36940,27250,43260
10,9,Southern Tier,29-2051,Dietetic Technicians,,41550,42450,32270,46190
10,9,Southern Tier,29-2052,Pharmacy Technicians,580,33110,32700,26610,36360
10,9,Southern Tier,29-2055,Surgical Technologists,170,44240,43590,31070,50820
10,9,Southern Tier,29-2056,Veterinary Technologists and Technicians,370,42230,42150,32520,47090
10,9,Southern Tier,29-2057,Ophthalmic Medical Technicians,,36000,34920,26340,40840
10,9,Southern Tier,29-2061,Licensed Practical and Licensed Vocational Nurses,1790,43000,43040,35390,46800
10,9,Southern Tier,29-2081,"Opticians, Dispensing",90,49660,53270,28700,60140
10,9,Southern Tier,29-2098,"Medical Dosimetrists, Medical Records Specialists, and Health Technologists and Technicians, All Other",460,48170,42080,31700,56410
10,9,Southern Tier,29-9091,Athletic Trainers,60,59480,56110,35640,71400
10,9,Southern Tier,31-0000,Healthcare Support Occupations,11720,33270,30400,25900,36950
10,9,Southern Tier,31-1120,Home Health & Personal Care Aides,5800,30830,28100,25490,33500
10,9,Southern Tier,31-1131,Nursing Assistants,2980,32280,30750,26510,35160
10,9,Southern Tier,31-1132,Orderlies,70,29520,26860,25170,31690
10,9,Southern Tier,31-1133,Psychiatric Aides,330,43460,44050,35340,47520
10,9,Southern Tier,31-2011,Occupational Therapy Assistants,50,61720,61470,49440,67860
10,9,Southern Tier,31-2021,Physical Therapist Assistants,200,53690,50240,40060,60500
10,9,Southern Tier,31-2022,Physical Therapist Aides,70,31650,28910,25320,34820
10,9,Southern Tier,31-9011,Massage Therapists,130,56890,56230,30180,70240
10,9,Southern Tier,31-9091,Dental Assistants,480,38050,37660,29920,42120
10,9,Southern Tier,31-9092,Medical Assistants,590,34920,34000,28690,38030
10,9,Southern Tier,31-9093,Medical Equipment Preparers,170,34290,32530,27660,37610
10,9,Southern Tier,31-9094,Medical Transcriptionists,90,44250,43520,34950,48900
10,9,Southern Tier,31-9095,Pharmacy Aides,60,30750,26980,25420,33420
10,9,Southern Tier,31-9096,Veterinary Assistants and Laboratory Animal Caretakers,260,36710,34770,27540,41290
10,9,Southern Tier,31-9097,Phlebotomists,190,33210,31200,28330,35650
10,9,Southern Tier,31-9099,"Healthcare Support Workers, All Other",280,33870,29480,25300,38160
10,9,Southern Tier,33-0000,Protective Service Occupations,5380,59170,56430,30440,73540
10,9,Southern Tier,33-1011,First-Line Supervisors of Correctional Officers,160,79910,77100,58500,90610
10,9,Southern Tier,33-1012,First-Line Supervisors of Police and Detectives,250,106530,101030,75210,122200
10,9,Southern Tier,33-1021,First-Line Supervisors of Fire Fighting and Prevention Workers,60,83490,85420,70230,90120
10,9,Southern Tier,33-1090,"Miscellaneous First-Line Supervisors, Protective Service Workers",100,67690,59130,38460,82310
10,9,Southern Tier,33-2011,Firefighters,180,58620,60320,39470,68190
10,9,Southern Tier,33-3011,Bailiffs,100,63120,63980,42830,73270
10,9,Southern Tier,33-3012,Correctional Officers and Jailers,1290,64370,65740,47330,72890
